Datum,Unternehmen,Produkt,Modifikation,Produktionslinie,Schicht,Stueckzahl,Ausschuss,Betriebsstunden,Stillstandszeit_Min,MaxTemperatur,Durchschnittstemperatur,Softwareversion,Firmwareversion,EndOfLine_Test,Materialkosten,Energieverbrauch_kWh,Auftragsnummer,Status,Fehlercode,Mitarbeiter_Produktion
2019-01-29,ControlWare KG,HMI-Terminal,HMI-10,Linie 3,Nacht,234,21,3.8,35,71.8,63.6,v1.5,f3.8,Bestanden,9909.47,19.32,A-26147,pausiert,I/O_ERROR,75
2019-01-29,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 4,Früh,35,2,7.1,5,83.7,77.5,v2.6,f2.1,Bestanden,5211.34,20.72,A-79094,abgeschlossen,TEMP_HIGH,120
2019-01-29,ControlWare KG,HMI-Terminal,HMI-15,Linie 3,Nacht,212,20,8.4,10,51.5,46.6,v3.7,f2.1,Bestanden,6198.33,22.65,A-98757,Fehler,I/O_ERROR,75
2019-01-30,TechSystems AG,HMI-Terminal,HMI-15,Linie 3,Spät,292,24,4.5,14,44.7,41.3,v1.3,f3.9,Bestanden,5514.87,32.43,A-65480,in Produktion,I/O_ERROR,120
2019-01-30,Industrium GmbH,IO-Gateway,IOGW-50,Linie 2,Spät,213,8,4.3,3,88.4,81.6,v1.3,f3.9,Bestanden,6633.22,13.13,A-82020,Fehler,I/O_ERROR,90
2019-01-30,ControlWare KG,Edge Controller,EC-210,Linie 4,Früh,23,0,1.3,20,54.2,48.4,v4.3,f2.7,Bestanden,4971.65,39.36,A-94175,pausiert,VIBRATION,75
2019-01-31,Industrium GmbH,Control Panel,CP-430,Linie 2,Spät,162,9,5.6,45,50.9,47.8,v1.5,f1.2,Bestanden,2887.48,18.11,A-81345,Fehler,POWER_FAIL,90
2019-01-31,Industrium GmbH,HMI-Terminal,HMI-15,Linie 2,Nacht,158,8,2.3,19,56.2,53.6,v2.8,f3.6,Bestanden,4076.98,39.74,A-86039,Fehler,POWER_FAIL,90
2019-01-31,NextFactory Solutions,HMI-Terminal,HMI-15,Linie 4,Nacht,144,12,9.0,4,59.8,51.4,v4.7,f2.2,Bestanden,4281.12,7.37,A-14956,in Produktion,TEMP_HIGH,110
2019-01-31,ControlWare KG,Industrie-Server,SRV-500,Linie 2,Früh,145,1,9.8,15,40.3,32.2,v2.8,f2.4,Bestanden,7417.45,5.08,A-50511,Fehler,VIBRATION,75
2019-01-31,TechSystems AG,Control Panel,CP-400,Linie 1,Nacht,89,7,11.1,2,55.2,54.0,v1.7,f3.2,Bestanden,7658.68,32.96,A-29197,abgeschlossen,POWER_FAIL,120
2019-01-31,ControlWare KG,Edge Controller,EC-250,Linie 1,Nacht,135,13,10.7,55,82.7,80.2,v4.9,f2.8,Bestanden,7305.89,32.35,A-15134,pausiert,POWER_FAIL,75
2019-02-01,ControlWare KG,Robust Panel PC,RPPC-1100,Linie 3,Früh,169,3,9.4,32,70.1,63.4,v2.0,f1.8,Bestanden,5387.45,26.1,A-93367,abgeschlossen,VIBRATION,75
2019-02-01,TechSystems AG,Robust Panel PC,RPPC-1000,Linie 2,Nacht,49,0,9.1,10,79.1,72.8,v3.6,f2.1,Bestanden,5149.86,19.63,A-22204,abgeschlossen,-,120
2019-02-01,ControlWare KG,Embedded Box PC,EPC-35,Linie 2,Früh,254,17,7.9,16,62.8,53.2,v3.5,f1.0,Bestanden,3688.26,30.08,A-50248,pausiert,VIBRATION,75
2019-02-02,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 3,Nacht,65,0,2.0,22,66.5,62.1,v1.4,f2.1,Bestanden,2552.78,6.13,A-72843,Fehler,I/O_ERROR,120
2019-02-02,TechSystems AG,IO-Gateway,IOGW-55,Linie 3,Nacht,153,7,11.6,56,54.9,53.4,v1.2,f3.0,Bestanden,9749.39,13.56,A-56975,in Produktion,-,120
2019-02-02,ControlWare KG,HMI-Terminal,HMI-10,Linie 4,Nacht,39,2,2.4,50,58.3,53.9,v4.1,f1.2,Bestanden,5884.34,16.9,A-85240,Fehler,POWER_FAIL,75
2019-02-02,ControlWare KG,IO-Gateway,IOGW-55,Linie 3,Früh,203,14,3.1,56,71.6,62.3,v2.9,f1.4,Bestanden,5457.43,28.15,A-11147,pausiert,VIBRATION,75
2019-02-02,NextFactory Solutions,Control Panel,CP-470,Linie 3,Früh,140,9,1.5,9,69.6,65.5,v1.8,f1.8,Bestanden,5829.3,25.24,A-71158,pausiert,-,110
2019-02-03,NextFactory Solutions,Edge Controller,EC-250,Linie 4,Früh,146,3,9.9,27,50.6,41.9,v4.2,f2.5,Bestanden,5367.5,23.48,A-56567,abgeschlossen,POWER_FAIL,110
2019-02-03,TechSystems AG,HMI-Terminal,HMI-10,Linie 4,Nacht,100,1,1.8,45,43.9,35.9,v2.6,f2.7,Bestanden,9815.17,30.0,A-71334,pausiert,POWER_FAIL,120
2019-02-03,TechSystems AG,Industrie-Server,SRV-520,Linie 3,Nacht,45,2,2.2,35,57.3,50.5,v1.6,f2.8,Bestanden,8883.1,27.17,A-21019,Fehler,TEMP_HIGH,120
2019-02-04,Industrium GmbH,HMI-Terminal,HMI-15,Linie 2,Früh,32,2,11.3,55,55.7,45.8,v1.2,f1.0,Bestanden,5467.37,20.19,A-13795,pausiert,TEMP_HIGH,90
2019-02-04,NextFactory Solutions,Robust Panel PC,RPPC-1100,Linie 3,Nacht,41,0,4.0,0,50.9,49.1,v3.8,f2.1,Bestanden,2307.93,27.72,A-62270,in Produktion,VIBRATION,110
2019-02-04,Industrium GmbH,Automation Unit,AU-710,Linie 3,Früh,256,19,7.4,22,43.8,41.4,v2.4,f2.9,Bestanden,5052.65,8.16,A-96091,Fehler,POWER_FAIL,90
2019-02-05,TechSystems AG,Embedded Box PC,EPC-30,Linie 1,Nacht,166,8,9.4,3,69.4,63.5,v3.0,f2.9,Bestanden,8085.87,12.66,A-61710,abgeschlossen,POWER_FAIL,120
2019-02-05,Industrium GmbH,Industrie-Server,SRV-500,Linie 4,Nacht,120,3,2.3,41,86.8,82.4,v2.4,f3.3,Bestanden,7371.56,17.79,A-74020,pausiert,TEMP_HIGH,90
2019-02-05,NextFactory Solutions,Edge Controller,EC-250,Linie 2,Früh,220,10,3.7,36,85.3,77.3,v3.4,f3.4,Bestanden,9268.25,14.34,A-68837,in Produktion,VIBRATION,110
2019-02-05,ControlWare KG,Control Panel,CP-430,Linie 2,Spät,45,3,10.0,31,42.5,40.0,v4.1,f3.0,Bestanden,5800.89,9.5,A-82843,in Produktion,-,75
2019-02-05,ControlWare KG,HMI-Terminal,HMI-10,Linie 3,Nacht,248,10,8.1,24,75.6,72.4,v3.8,f2.5,Bestanden,8490.62,31.65,A-74363,Fehler,-,75
2019-02-06,TechSystems AG,Robust Panel PC,RPPC-1000,Linie 3,Nacht,37,2,3.7,7,69.0,60.7,v4.3,f2.9,Bestanden,5663.68,10.72,A-15959,Fehler,I/O_ERROR,120
2019-02-06,NextFactory Solutions,HMI-Terminal,HMI-15,Linie 3,Nacht,242,5,5.5,21,51.6,48.6,v2.2,f1.2,Bestanden,2480.28,19.14,A-27230,abgeschlossen,-,110
2019-02-06,Industrium GmbH,HMI-Terminal,HMI-15,Linie 2,Früh,261,10,1.2,42,43.1,39.7,v4.5,f1.9,Bestanden,1849.89,31.94,A-19423,pausiert,I/O_ERROR,90
2019-02-06,Industrium GmbH,Edge Controller,EC-200,Linie 2,Nacht,126,11,2.2,26,60.6,57.0,v3.9,f2.5,Bestanden,7202.22,19.81,A-54696,abgeschlossen,VIBRATION,90
2019-02-06,NextFactory Solutions,Monitoring Unit,MON-820,Linie 3,Spät,29,0,7.3,2,69.1,61.5,v4.2,f3.0,Bestanden,1426.99,13.77,A-14224,abgeschlossen,VIBRATION,110
2019-02-06,ControlWare KG,Edge Controller,EC-250,Linie 1,Spät,165,3,9.3,22,73.0,69.1,v4.6,f2.8,Bestanden,8146.41,38.29,A-41616,in Produktion,-,75
2019-02-07,ControlWare KG,IO-Gateway,IOGW-50,Linie 1,Früh,135,6,11.4,10,64.4,62.0,v1.2,f1.9,Bestanden,2373.99,33.5,A-73063,in Produktion,-,75
2019-02-07,ControlWare KG,IO-Gateway,IOGW-50,Linie 4,Nacht,255,4,4.4,12,59.2,56.3,v3.2,f3.9,Bestanden,6419.09,22.96,A-96972,Fehler,POWER_FAIL,75
2019-02-07,Industrium GmbH,Industrie-PC,IPC-110,Linie 2,Früh,241,9,1.8,14,68.8,65.6,v2.3,f2.4,Bestanden,6615.17,11.72,A-21023,in Produktion,-,90
2019-02-07,Industrium GmbH,Industrie-PC,IPC-150,Linie 4,Nacht,64,5,8.9,29,63.6,56.0,v1.3,f3.5,Bestanden,3836.41,19.33,A-81144,pausiert,VIBRATION,90
2019-02-07,Industrium GmbH,IO-Gateway,IOGW-55,Linie 4,Nacht,255,9,11.5,15,46.5,42.2,v1.2,f3.5,Bestanden,3479.42,11.92,A-56424,abgeschlossen,-,90
2019-02-08,ControlWare KG,Automation Unit,AU-700,Linie 1,Nacht,268,19,8.6,18,83.9,79.5,v1.3,f1.6,Bestanden,6952.47,24.91,A-94452,in Produktion,I/O_ERROR,75
2019-02-08,NextFactory Solutions,Edge Controller,EC-200,Linie 1,Früh,114,5,1.7,20,80.7,74.4,v2.1,f3.8,Bestanden,1920.62,38.44,A-59439,in Produktion,POWER_FAIL,110
2019-02-08,TechSystems AG,HMI-Terminal,HMI-15,Linie 2,Nacht,224,5,12.0,24,57.0,51.9,v2.5,f2.9,Bestanden,1666.02,34.78,A-60580,in Produktion,POWER_FAIL,120
2019-02-08,ControlWare KG,Monitoring Unit,MON-820,Linie 2,Spät,156,10,5.5,43,77.2,71.5,v2.4,f1.7,Bestanden,4435.0,8.27,A-77182,pausiert,TEMP_HIGH,75
2019-02-09,TechSystems AG,Edge Controller,EC-250,Linie 2,Nacht,260,25,4.4,45,65.7,57.7,v2.3,f1.5,Bestanden,2343.61,25.04,A-37466,in Produktion,-,120
2019-02-09,TechSystems AG,Robust Panel PC,RPPC-1000,Linie 3,Nacht,214,14,9.4,38,65.1,56.9,v4.0,f1.5,Bestanden,4210.44,25.53,A-75185,Fehler,VIBRATION,120
2019-02-09,NextFactory Solutions,Edge Controller,EC-210,Linie 3,Spät,78,5,2.6,59,72.3,64.4,v4.9,f1.0,Bestanden,2011.01,36.42,A-75816,pausiert,TEMP_HIGH,110
2019-02-09,NextFactory Solutions,Control Panel,CP-400,Linie 3,Spät,32,0,6.5,3,73.9,64.5,v4.7,f2.8,Bestanden,3846.73,10.6,A-86843,pausiert,I/O_ERROR,110
2019-02-09,ControlWare KG,Automation Unit,AU-710,Linie 4,Nacht,52,4,11.2,48,48.6,45.9,v2.4,f2.1,Bestanden,1998.87,10.51,A-56153,Fehler,-,75
2019-02-09,NextFactory Solutions,Monitoring Unit,MON-820,Linie 4,Früh,24,2,6.1,13,69.5,66.7,v1.7,f3.2,Bestanden,4378.55,22.64,A-90916,Fehler,-,110
2019-02-10,TechSystems AG,IO-Gateway,IOGW-55,Linie 2,Früh,280,20,3.0,2,56.7,47.4,v3.8,f2.9,Bestanden,2474.62,35.66,A-55592,in Produktion,VIBRATION,120
2019-02-10,TechSystems AG,Edge Controller,EC-200,Linie 2,Früh,153,6,6.1,46,72.6,70.9,v3.0,f2.6,Nicht bestanden,5457.36,36.23,A-59449,abgeschlossen,POWER_FAIL,120
2019-02-10,ControlWare KG,Automation Unit,AU-700,Linie 1,Nacht,186,17,6.8,39,89.1,79.4,v1.6,f3.2,Bestanden,3501.83,33.61,A-70124,in Produktion,I/O_ERROR,75
2019-02-10,Industrium GmbH,Industrie-Server,SRV-520,Linie 1,Spät,233,3,7.0,11,55.1,52.5,v4.6,f2.1,Bestanden,8294.27,28.8,A-95690,in Produktion,VIBRATION,90
2019-02-11,NextFactory Solutions,Industrie-PC,IPC-100,Linie 4,Früh,285,18,7.6,37,86.6,82.6,v1.4,f2.4,Nicht bestanden,1886.31,38.26,A-93830,Fehler,TEMP_HIGH,110
2019-02-11,Industrium GmbH,Control Panel,CP-470,Linie 2,Nacht,214,17,6.5,14,79.7,76.4,v4.5,f2.2,Bestanden,1870.93,27.76,A-92170,abgeschlossen,I/O_ERROR,90
2019-02-11,Industrium GmbH,Monitoring Unit,MON-800,Linie 2,Früh,227,14,10.6,52,75.6,73.6,v1.4,f1.5,Nicht bestanden,8068.71,32.1,A-72277,in Produktion,VIBRATION,90
2019-02-12,TechSystems AG,Automation Unit,AU-700,Linie 4,Nacht,80,2,2.1,38,40.9,35.7,v3.1,f1.6,Bestanden,5195.91,6.05,A-64527,pausiert,-,120
2019-02-12,ControlWare KG,HMI-Terminal,HMI-10,Linie 2,Spät,59,4,8.5,13,70.3,61.1,v2.2,f2.9,Bestanden,4368.3,18.78,A-37512,Fehler,-,75
2019-02-12,Industrium GmbH,Edge Controller,EC-250,Linie 1,Spät,116,9,4.8,38,75.3,73.3,v3.8,f2.4,Bestanden,2751.85,34.71,A-32439,Fehler,POWER_FAIL,90
2019-02-12,NextFactory Solutions,Embedded Box PC,EPC-35,Linie 1,Spät,41,1,5.8,54,86.7,78.9,v4.0,f2.5,Bestanden,2682.58,17.56,A-87288,in Produktion,I/O_ERROR,110
2019-02-13,TechSystems AG,IO-Gateway,IOGW-50,Linie 4,Spät,193,2,4.6,54,41.8,39.5,v3.0,f1.7,Nicht bestanden,7549.64,18.03,A-13737,abgeschlossen,TEMP_HIGH,120
2019-02-13,NextFactory Solutions,Robust Panel PC,RPPC-1100,Linie 1,Nacht,68,5,9.1,22,78.3,76.7,v1.3,f1.9,Bestanden,6133.45,22.67,A-41471,in Produktion,TEMP_HIGH,110
2019-02-13,Industrium GmbH,Control Panel,CP-430,Linie 2,Spät,208,13,7.3,10,75.5,70.7,v4.7,f3.6,Bestanden,7019.37,7.92,A-84040,abgeschlossen,I/O_ERROR,90
2019-02-13,NextFactory Solutions,HMI-Terminal,HMI-10,Linie 3,Früh,91,4,2.5,28,88.5,83.5,v2.4,f3.0,Bestanden,3376.73,36.07,A-52049,pausiert,TEMP_HIGH,110
2019-02-13,NextFactory Solutions,IO-Gateway,IOGW-55,Linie 4,Nacht,279,11,2.5,56,76.4,73.9,v3.3,f2.1,Bestanden,7345.68,12.96,A-52431,abgeschlossen,-,110
2019-02-13,Industrium GmbH,Embedded Box PC,EPC-30,Linie 2,Früh,287,27,3.8,57,67.1,59.4,v2.8,f3.3,Bestanden,6343.7,24.95,A-70153,Fehler,I/O_ERROR,90
2019-02-14,Industrium GmbH,Industrie-PC,IPC-150,Linie 3,Nacht,226,9,4.4,47,77.5,69.3,v1.8,f3.0,Bestanden,2447.99,26.28,A-35640,in Produktion,I/O_ERROR,90
2019-02-14,Industrium GmbH,IO-Gateway,IOGW-50,Linie 2,Spät,58,4,11.8,1,76.3,69.7,v3.4,f3.5,Bestanden,8267.62,14.31,A-56278,pausiert,VIBRATION,90
2019-02-14,TechSystems AG,Control Panel,CP-470,Linie 2,Spät,70,4,10.4,1,73.1,67.8,v4.0,f2.4,Bestanden,2899.7,19.4,A-67486,Fehler,I/O_ERROR,120
2019-02-14,Industrium GmbH,Industrie-PC,IPC-100,Linie 3,Nacht,107,1,5.3,4,77.1,70.2,v1.3,f1.8,Bestanden,1886.15,16.1,A-40727,pausiert,-,90
2019-02-14,NextFactory Solutions,Industrie-Server,SRV-500,Linie 3,Früh,274,8,1.8,0,50.4,41.2,v4.3,f3.9,Bestanden,7851.76,14.33,A-21395,in Produktion,-,110
2019-02-14,NextFactory Solutions,Industrie-PC,IPC-150,Linie 4,Nacht,81,1,11.2,23,84.2,75.5,v3.9,f2.5,Bestanden,8186.96,10.66,A-95014,in Produktion,TEMP_HIGH,110
2019-02-15,TechSystems AG,Embedded Box PC,EPC-30,Linie 2,Nacht,181,10,1.8,55,42.4,39.4,v1.4,f3.2,Bestanden,4801.38,28.17,A-52953,Fehler,I/O_ERROR,120
2019-02-15,Industrium GmbH,Automation Unit,AU-710,Linie 4,Nacht,167,2,2.9,27,68.7,59.0,v2.3,f1.0,Bestanden,4686.01,6.5,A-13863,Fehler,I/O_ERROR,90
2019-02-15,TechSystems AG,Industrie-PC,IPC-150,Linie 3,Früh,202,18,5.1,45,53.1,45.8,v4.4,f1.1,Bestanden,5663.93,12.93,A-43043,abgeschlossen,POWER_FAIL,120
2019-02-16,ControlWare KG,Robust Panel PC,RPPC-1100,Linie 3,Nacht,98,6,10.1,31,61.6,57.0,v2.9,f3.7,Bestanden,7606.07,6.96,A-45854,pausiert,VIBRATION,75
2019-02-16,NextFactory Solutions,Industrie-Server,SRV-500,Linie 2,Früh,33,2,10.5,19,57.3,54.8,v4.1,f3.9,Bestanden,1841.34,12.03,A-71094,in Produktion,-,110
2019-02-16,NextFactory Solutions,Robust Panel PC,RPPC-1100,Linie 4,Nacht,154,13,1.5,40,69.2,64.6,v2.2,f3.2,Bestanden,4204.48,36.03,A-26358,abgeschlossen,I/O_ERROR,110
2019-02-16,NextFactory Solutions,HMI-Terminal,HMI-15,Linie 4,Früh,66,4,4.6,8,52.7,48.0,v1.7,f3.1,Bestanden,6738.59,10.5,A-40678,pausiert,VIBRATION,110
2019-02-16,NextFactory Solutions,Monitoring Unit,MON-800,Linie 3,Spät,37,0,8.8,20,44.8,39.1,v2.3,f1.1,Bestanden,6699.11,11.12,A-43662,in Produktion,-,110
2019-02-17,Industrium GmbH,Industrie-Server,SRV-500,Linie 1,Nacht,74,5,3.9,9,53.9,52.7,v4.9,f2.8,Bestanden,1895.27,32.44,A-24713,in Produktion,POWER_FAIL,90
2019-02-17,NextFactory Solutions,HMI-Terminal,HMI-15,Linie 4,Spät,33,1,1.4,49,40.0,33.7,v2.0,f3.4,Bestanden,1828.3,28.4,A-91493,abgeschlossen,-,110
2019-02-17,NextFactory Solutions,Industrie-PC,IPC-150,Linie 3,Nacht,138,5,5.3,40,72.6,68.9,v3.4,f1.9,Bestanden,1069.07,9.63,A-39586,Fehler,-,110
2019-02-18,TechSystems AG,IO-Gateway,IOGW-55,Linie 1,Früh,255,14,6.2,18,44.9,42.4,v1.7,f2.0,Nicht bestanden,9778.42,37.67,A-27696,abgeschlossen,I/O_ERROR,120
2019-02-18,NextFactory Solutions,HMI-Terminal,HMI-15,Linie 2,Spät,24,1,6.3,9,50.8,45.2,v2.3,f3.9,Bestanden,7513.91,20.75,A-86105,Fehler,POWER_FAIL,110
2019-02-18,TechSystems AG,Monitoring Unit,MON-820,Linie 3,Spät,207,5,11.3,42,67.7,61.5,v4.8,f3.9,Bestanden,9273.39,13.1,A-13895,abgeschlossen,TEMP_HIGH,120
2019-02-18,ControlWare KG,Control Panel,CP-470,Linie 2,Nacht,266,18,8.2,20,68.6,66.7,v4.5,f2.7,Bestanden,9795.08,12.78,A-25020,abgeschlossen,TEMP_HIGH,75
2019-02-19,Industrium GmbH,Robust Panel PC,RPPC-1100,Linie 3,Nacht,131,11,4.3,34,55.0,52.8,v4.1,f2.1,Bestanden,9017.37,20.85,A-59271,pausiert,TEMP_HIGH,90
2019-02-19,ControlWare KG,IO-Gateway,IOGW-50,Linie 1,Nacht,50,0,11.7,59,87.3,83.2,v1.6,f2.6,Bestanden,9381.63,36.65,A-91717,Fehler,-,75
2019-02-19,TechSystems AG,Industrie-Server,SRV-520,Linie 3,Nacht,169,11,8.8,41,73.9,65.6,v2.5,f1.7,Bestanden,3855.48,27.1,A-68369,Fehler,VIBRATION,120
2019-02-19,TechSystems AG,Embedded Box PC,EPC-35,Linie 1,Nacht,137,1,4.3,31,84.5,75.1,v2.6,f3.8,Bestanden,3617.01,25.73,A-71164,pausiert,VIBRATION,120
2019-02-19,NextFactory Solutions,Industrie-PC,IPC-150,Linie 4,Spät,246,24,4.3,32,56.4,52.2,v4.5,f1.4,Bestanden,8500.78,39.97,A-12150,pausiert,VIBRATION,110
2019-02-19,ControlWare KG,Robust Panel PC,RPPC-1100,Linie 3,Früh,38,1,7.4,13,83.9,75.1,v3.7,f1.2,Bestanden,7457.86,14.37,A-67298,Fehler,I/O_ERROR,75
2019-02-20,TechSystems AG,Automation Unit,AU-710,Linie 2,Nacht,71,4,7.0,59,47.0,43.2,v1.6,f3.2,Bestanden,5814.34,6.74,A-32763,in Produktion,I/O_ERROR,120
2019-02-20,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 1,Früh,25,0,11.4,6,42.9,40.8,v4.2,f1.7,Bestanden,8237.18,21.56,A-51287,in Produktion,I/O_ERROR,110
2019-02-20,NextFactory Solutions,IO-Gateway,IOGW-50,Linie 3,Nacht,173,7,4.8,8,42.6,41.4,v2.4,f3.9,Bestanden,7878.12,20.13,A-80160,pausiert,-,110
2019-02-20,Industrium GmbH,Robust Panel PC,RPPC-1000,Linie 2,Nacht,67,6,2.3,48,69.3,65.9,v4.6,f3.3,Bestanden,9001.16,29.11,A-94854,abgeschlossen,I/O_ERROR,90
2019-02-21,Industrium GmbH,Edge Controller,EC-210,Linie 2,Spät,82,2,10.0,0,48.7,41.0,v4.9,f2.4,Bestanden,6809.86,27.86,A-66308,in Produktion,TEMP_HIGH,90
2019-02-21,ControlWare KG,Monitoring Unit,MON-800,Linie 3,Früh,221,13,10.5,30,57.7,47.7,v1.6,f3.9,Bestanden,1203.25,32.05,A-78913,abgeschlossen,-,75
2019-02-21,ControlWare KG,IO-Gateway,IOGW-50,Linie 3,Spät,275,15,2.1,41,43.4,40.6,v2.9,f2.8,Bestanden,7524.78,15.97,A-61322,Fehler,TEMP_HIGH,75
2019-02-21,Industrium GmbH,Control Panel,CP-400,Linie 1,Spät,125,8,10.3,45,88.9,83.7,v2.0,f1.3,Bestanden,7304.31,6.71,A-85903,Fehler,VIBRATION,90
2019-02-21,TechSystems AG,HMI-Terminal,HMI-10,Linie 4,Früh,89,7,6.1,17,83.3,75.1,v1.5,f3.8,Bestanden,1987.43,36.27,A-23790,pausiert,VIBRATION,120
2019-02-22,NextFactory Solutions,Control Panel,CP-430,Linie 4,Spät,222,6,2.8,33,46.5,37.4,v2.6,f1.9,Bestanden,3568.6,28.19,A-55221,pausiert,-,110
2019-02-22,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 2,Früh,278,26,3.9,39,67.5,66.3,v1.6,f2.9,Bestanden,3327.22,22.21,A-36343,abgeschlossen,VIBRATION,120
2019-02-22,NextFactory Solutions,Monitoring Unit,MON-800,Linie 4,Nacht,48,0,5.2,7,52.8,48.1,v4.8,f1.9,Bestanden,5014.21,16.92,A-19181,pausiert,POWER_FAIL,110
2019-02-22,NextFactory Solutions,Monitoring Unit,MON-800,Linie 2,Früh,127,7,9.7,13,75.0,72.8,v2.0,f3.2,Bestanden,1464.51,24.15,A-34370,pausiert,-,110
2019-02-22,Industrium GmbH,HMI-Terminal,HMI-10,Linie 4,Spät,96,7,3.1,9,58.9,56.4,v2.9,f3.0,Bestanden,6158.59,22.96,A-27459,Fehler,TEMP_HIGH,90
2019-02-22,NextFactory Solutions,HMI-Terminal,HMI-10,Linie 2,Nacht,88,0,3.0,47,78.5,74.3,v1.2,f2.7,Bestanden,2266.46,10.73,A-72767,in Produktion,I/O_ERROR,110
2019-02-23,Industrium GmbH,Edge Controller,EC-200,Linie 3,Nacht,238,7,2.3,18,52.0,48.1,v4.0,f2.0,Bestanden,1732.01,36.68,A-34479,in Produktion,I/O_ERROR,90
2019-02-23,NextFactory Solutions,Industrie-PC,IPC-150,Linie 4,Früh,141,3,10.6,21,57.7,52.0,v3.0,f3.4,Nicht bestanden,5748.63,32.78,A-86274,abgeschlossen,VIBRATION,110
2019-02-23,ControlWare KG,Industrie-PC,IPC-150,Linie 4,Spät,290,17,7.8,15,67.0,61.1,v2.5,f3.0,Nicht bestanden,2593.39,21.73,A-75320,abgeschlossen,TEMP_HIGH,75
2019-02-24,ControlWare KG,Monitoring Unit,MON-820,Linie 3,Nacht,219,18,9.2,27,42.1,37.9,v1.8,f2.6,Bestanden,1623.02,19.33,A-52462,in Produktion,-,75
2019-02-24,Industrium GmbH,Edge Controller,EC-250,Linie 1,Nacht,294,9,7.6,58,65.6,58.9,v2.8,f1.3,Bestanden,8099.49,7.3,A-91575,in Produktion,I/O_ERROR,90
2019-02-24,NextFactory Solutions,Industrie-PC,IPC-150,Linie 2,Nacht,27,0,11.1,8,53.0,46.6,v1.7,f2.3,Bestanden,6840.62,25.74,A-29466,pausiert,I/O_ERROR,110
2019-02-25,NextFactory Solutions,Robust Panel PC,RPPC-1100,Linie 1,Nacht,224,6,10.9,49,80.3,70.8,v1.9,f1.4,Bestanden,8809.91,14.95,A-41326,Fehler,VIBRATION,110
2019-02-25,ControlWare KG,Monitoring Unit,MON-800,Linie 2,Nacht,49,0,4.8,52,73.8,70.9,v4.6,f1.4,Bestanden,8954.82,29.27,A-68371,pausiert,I/O_ERROR,75
2019-02-25,ControlWare KG,Industrie-Server,SRV-500,Linie 3,Spät,230,17,8.9,21,59.2,49.6,v2.2,f1.9,Bestanden,1208.09,39.67,A-29165,abgeschlossen,VIBRATION,75
2019-02-25,TechSystems AG,Control Panel,CP-430,Linie 3,Früh,26,1,2.9,42,54.6,52.1,v3.7,f3.2,Bestanden,6411.11,12.54,A-88985,Fehler,TEMP_HIGH,120
2019-02-26,Industrium GmbH,HMI-Terminal,HMI-10,Linie 3,Früh,135,6,1.1,49,89.6,86.2,v2.1,f3.8,Bestanden,7227.08,31.0,A-62557,abgeschlossen,VIBRATION,90
2019-02-26,ControlWare KG,Automation Unit,AU-700,Linie 3,Nacht,277,6,5.0,12,61.7,56.0,v3.2,f2.0,Bestanden,6018.14,25.54,A-72841,abgeschlossen,POWER_FAIL,75
2019-02-26,Industrium GmbH,Industrie-PC,IPC-150,Linie 1,Nacht,61,5,11.3,15,48.2,47.0,v1.7,f1.1,Bestanden,7562.67,31.67,A-36513,pausiert,VIBRATION,90
2019-02-27,NextFactory Solutions,Control Panel,CP-470,Linie 2,Nacht,213,19,9.4,49,88.4,78.9,v1.8,f1.9,Bestanden,2685.28,24.48,A-94411,Fehler,VIBRATION,110
2019-02-27,TechSystems AG,Industrie-PC,IPC-100,Linie 1,Früh,93,6,4.4,40,70.4,65.3,v3.7,f1.7,Bestanden,2845.64,23.84,A-33216,Fehler,POWER_FAIL,120
2019-02-27,ControlWare KG,Robust Panel PC,RPPC-1100,Linie 2,Früh,114,2,10.9,21,76.0,74.2,v1.5,f3.1,Bestanden,3059.12,12.74,A-96570,pausiert,-,75
2019-02-27,TechSystems AG,IO-Gateway,IOGW-55,Linie 4,Spät,291,11,6.4,34,63.8,55.6,v1.0,f3.6,Bestanden,3083.78,10.15,A-95377,abgeschlossen,-,120
2019-02-27,TechSystems AG,Automation Unit,AU-710,Linie 1,Früh,187,12,7.3,36,46.9,41.2,v1.1,f2.5,Bestanden,1670.83,32.06,A-61125,Fehler,VIBRATION,120
2019-02-28,ControlWare KG,Embedded Box PC,EPC-35,Linie 1,Früh,117,2,9.5,52,47.6,46.5,v1.1,f3.2,Bestanden,8156.91,14.67,A-78823,abgeschlossen,VIBRATION,75
2019-02-28,Industrium GmbH,Industrie-PC,IPC-150,Linie 1,Nacht,76,5,11.8,16,40.1,31.4,v2.3,f2.5,Bestanden,4585.43,20.87,A-93648,pausiert,POWER_FAIL,90
2019-02-28,Industrium GmbH,Robust Panel PC,RPPC-1000,Linie 3,Spät,144,13,2.8,45,54.1,48.7,v4.7,f3.6,Bestanden,1272.76,8.43,A-67999,pausiert,TEMP_HIGH,90
2019-02-28,TechSystems AG,IO-Gateway,IOGW-50,Linie 4,Früh,180,9,8.4,20,56.5,51.2,v3.4,f2.1,Bestanden,1403.41,6.9,A-47627,abgeschlossen,TEMP_HIGH,120
